position,rx phyrate,rx mcs,rx nss,noise,avg beacon rssi,diff rx bytes,diff rx packets
"-22,12",0,0,0,0,0,0,0,
"-22,13",0,0,0,0,0,0,0,
"-22,14",0,0,0,0,0,0,0,
"-22,15",0,0,0,0,0,0,0,
"-22,16",0,0,0,0,0,0,0,
"-22,17",0,0,0,0,0,0,0,
"-22,18",0,0,0,0,0,0,0,
"-22,19",0,0,0,0,0,0,0,
"-22,20",0,0,0,0,0,0,0,
"-22,21",0,0,0,0,0,0,0,
"-22,22",0,0,0,0,0,0,0,
"-22,23",0,0,0,0,0,0,0,
"-22,24",0,0,0,0,0,0,0,
"-22,25",0,0,0,0,0,0,0,
"-22,26",0,0,0,0,0,0,0,
"-21,-26",0,0,0,0,0,0,0,
"-21,-25",0,0,0,0,0,0,0,
"-21,-24",0,0,0,0,0,0,0,
"-21,-23",0,0,0,0,0,0,0,
"-21,-22",0,0,0,0,0,0,0,
"-21,-21",0,0,0,0,0,0,0,
"-21,-20",0,0,0,0,0,0,0,
"-21,-19",0,0,0,0,0,0,0,
"-21,-18",0,0,0,0,0,0,0,
"-21,-17",0,0,0,0,0,0,0,
"-21,-16",0,0,0,0,0,0,0,
"-21,-15",0,0,0,0,0,0,0,
"-21,-14",0,0,0,0,0,0,0,
"-21,-13",0,0,0,0,0,0,0,
"-21,-12",0,0,0,0,0,0,0,
"-21,-11",0,0,0,0,0,0,0,
"-21,-10",0,0,0,0,0,0,0,
"-21,-9",0,0,0,0,0,0,0,
"-21,-8",0,0,0,0,0,0,0,
"-21,-7",0,0,0,0,0,0,0,
"-21,-6",0,0,0,0,0,0,0,
"-21,-5",0,0,0,0,0,0,0,
"-21,-4",0,0,0,0,0,0,0,
"-21,-3",0,0,0,0,0,0,0,
"-21,-2",0,0,0,0,0,0,0,
"-21,-1",0,0,0,0,0,0,0,
"-21,0",0,0,0,0,0,0,0,
"-21,1",0,0,0,0,0,0,0,
"-21,2",0,0,0,0,0,0,0,
"-21,3",0,0,0,0,0,0,0,
"-21,4",0,0,0,0,0,0,0,
"-21,5",0,0,0,0,0,0,0,
"-21,6",0,0,0,0,0,0,0,
"-21,7",0,0,0,0,0,0,0,
"-21,8",0,0,0,0,0,0,0,
"-21,9",0,0,0,0,0,0,0,
"-21,10",0,0,0,0,0,0,0,
"-21,11",0,0,0,0,0,0,0,
"-21,12",0,0,0,0,0,0,0,
"-21,13",0,0,0,0,0,0,0,
"-21,14",0,0,0,0,0,0,0,
"-21,15",0,0,0,0,0,0,0,
"-21,16",0,0,0,0,0,0,0,
"-21,17",0,0,0,0,0,0,0,
"-21,18",0,0,0,0,0,0,0,
"-21,19",0,0,0,0,0,0,0,
"-21,20",0,0,0,0,0,0,0,
"-21,21",0,0,0,0,0,0,0,
"-21,22",0,0,0,0,0,0,0,
"-21,23",0,0,0,0,0,0,0,
"-21,24",0,0,0,0,0,0,0,
"-21,25",0,0,0,0,0,0,0,
"-21,26",0,0,0,0,0,0,0,
"-20,-26",0,0,0,0,0,0,0,
"-20,-25",0,0,0,0,0,0,0,
"-20,-24",0,0,0,0,0,0,0,
"-20,-23",0,0,0,0,0,0,0,
"-20,-22",0,0,0,0,0,0,0,
"-20,-21",0,0,0,0,0,0,0,
"-20,-20",0,0,0,0,0,0,0,
"-20,-19",0,0,0,0,0,0,0,
"-20,-18",0,0,0,0,0,0,0,
"-20,-17",0,0,0,0,0,0,0,
"-20,-16",0,0,0,0,0,0,0,
"-20,-15",0,0,0,0,0,0,0,
"-20,-14",0,0,0,0,0,0,0,
"-20,-13",0,0,0,0,0,0,0,
"-20,-12",0,0,0,0,0,0,0,
"-20,-11",0,0,0,0,0,0,0,
"-20,-10",0,0,0,0,0,0,0,
"-20,-9",0,0,0,0,0,0,0,
"-20,-8",0,0,0,0,0,0,0,
"-20,-7",0,0,0,0,0,0,0,
"-20,-6",0,0,0,0,0,0,0,
"-20,-5",0,0,0,0,0,0,0,
"-20,-4",0,0,0,0,0,0,0,
"-20,-3",0,0,0,0,0,0,0,
"-20,-2",0,0,0,0,0,0,0,
"-20,-1",0,0,0,0,0,0,0,
"-20,0",0,0,0,0,0,0,0,
"-20,1",0,0,0,0,0,0,0,
"-20,2",0,0,0,0,0,0,0,
"-20,3",0,0,0,0,0,0,0,
"-20,4",0,0,0,0,0,0,0,
"-20,5",0,0,0,0,0,0,0,
"-20,6",0,0,0,0,0,0,0,
"-20,7",0,0,0,0,0,0,0,
"-20,8",0,0,0,0,0,0,0,
"-20,9",0,0,0,0,0,0,0,
"-20,10",0,0,0,0,0,0,0,
"-20,11",0,0,0,0,0,0,0,
"-20,12",0,0,0,0,0,0,0,
"-20,13",0,0,0,0,0,0,0,
"-20,14",0,0,0,0,0,0,0,
"-20,15",0,0,0,0,0,0,0,
"-20,16",0,0,0,0,0,0,0,
"-20,17",0,0,0,0,0,0,0,
"-20,18",0,0,0,0,0,0,0,
"-20,19",0,0,0,0,0,0,0,
"-20,20",0,0,0,0,0,0,0,
"-20,21",0,0,0,0,0,0,0,
"-20,22",0,0,0,0,0,0,0,
"-20,23",0,0,0,0,0,0,0,
"-20,24",0,0,0,0,0,0,0,
"-20,25",0,0,0,0,0,0,0,
"-20,26",0,0,0,0,0,0,0,
"-19,-26",0,0,0,0,0,0,0,
"-19,-25",0,0,0,0,0,0,0,
"-19,-24",0,0,0,0,0,0,0,
"-19,-23",0,0,0,0,0,0,0,
"-19,-22",0,0,0,0,0,0,0,
"-19,-21",0,0,0,0,0,0,0,
"-19,-20",0,0,0,0,0,0,0,
"-19,-19",0,0,0,0,0,0,0,
"-19,-18",0,0,0,0,0,0,0,
"-19,-17",0,0,0,0,0,0,0,
"-19,-16",0,0,0,0,0,0,0,
"-19,-15",0,0,0,0,0,0,0,
"-19,-14",0,0,0,0,0,0,0,
"-19,-13",0,0,0,0,0,0,0,
"-19,-12",0,0,0,0,0,0,0,
"-19,-11",0,0,0,0,0,0,0,
"-19,-10",0,0,0,0,0,0,0,
"-19,-9",0,0,0,0,0,0,0,
"-19,-8",0,0,0,0,0,0,0,
"-19,-7",0,0,0,0,0,0,0,
"-19,-6",0,0,0,0,0,0,0,
"-19,-5",0,0,0,0,0,0,0,
"-19,-4",0,0,0,0,0,0,0,
"-19,-3",0,0,0,0,0,0,0,
"-19,-2",0,0,0,0,0,0,0,
"-19,-1",0,0,0,0,0,0,0,
"-19,0",0,0,0,0,0,0,0,
"-19,1",0,0,0,0,0,0,0,
"-19,2",0,0,0,0,0,0,0,
"-19,3",0,0,0,0,0,0,0,
"-19,4",0,0,0,0,0,0,0,
"-19,5",0,0,0,0,0,0,0,
"-19,6",0,0,0,0,0,0,0,
"-19,7",0,0,0,0,0,0,0,
"-19,8",0,0,0,0,0,0,0,
"-19,9",0,0,0,0,0,0,0,
"-19,10",0,0,0,0,0,0,0,
"-19,11",0,0,0,0,0,0,0,
"-19,12",0,0,0,0,0,0,0,
"-19,13",0,0,0,0,0,0,0,
"-19,14",0,0,0,0,0,0,0,
"-19,15",0,0,0,0,0,0,0,
"-19,16",0,0,0,0,0,0,0,
"-19,17",0,0,0,0,0,0,0,
"-19,18",0,0,0,0,0,0,0,
"-19,19",0,0,0,0,0,0,0,
"-19,20",0,0,0,0,0,0,0,
"-19,21",0,0,0,0,0,0,0,
"-19,22",0,0,0,0,0,0,0,
"-19,23",0,0,0,0,0,0,0,
"-19,24",0,0,0,0,0,0,0,
"-19,25",0,0,0,0,0,0,0,
"-19,26",0,0,0,0,0,0,0,
"-18,-26",0,0,0,0,0,0,0,
"-18,-25",0,0,0,0,0,0,0,
"-18,-24",0,0,0,0,0,0,0,
"-18,-23",0,0,0,0,0,0,0,
"-18,-22",0,0,0,0,0,0,0,
"-18,-21",0,0,0,0,0,0,0,
"-18,-20",0,0,0,0,0,0,0,
"-18,-19",0,0,0,0,0,0,0,
"-18,-18",0,0,0,0,0,0,0,
"-18,-17",0,0,0,0,0,0,0,
"-18,-16",0,0,0,0,0,0,0,
"-18,-15",0,0,0,0,0,0,0,
"-18,-14",0,0,0,0,0,0,0,
"-18,-13",0,0,0,0,0,0,0,
"-18,-12",0,0,0,0,0,0,0,
"-18,-11",0,0,0,0,0,0,0,
"-18,-10",0,0,0,0,0,0,0,
"-18,-9",0,0,0,0,0,0,0,
"-18,-8",0,0,0,0,0,0,0,
"-18,-7",0,0,0,0,0,0,0,
"-18,-6",0,0,0,0,0,0,0,
"-18,-5",0,0,0,0,0,0,0,
"-18,-4",0,0,0,0,0,0,0,
"-18,-3",0,0,0,0,0,0,0,
"-18,-2",0,0,0,0,0,0,0,
"-18,-1",0,0,0,0,0,0,0,
"-18,0",0,0,0,0,0,0,0,
"-18,1",0,0,0,0,0,0,0,
"-18,2",0,0,0,0,0,0,0,
"-18,3",0,0,0,0,0,0,0,
"-18,4",0,0,0,0,0,0,0,
"-18,5",0,0,0,0,0,0,0,
"-18,6",0,0,0,0,0,0,0,
"-18,7",0,0,0,0,0,0,0,
"-18,8",0,0,0,0,0,0,0,
"-18,9",0,0,0,0,0,0,0,
"-18,10",0,0,0,0,0,0,0,
"-18,11",0,0,0,0,0,0,0,
"-18,12",0,0,0,0,0,0,0,
"-18,13",0,0,0,0,0,0,0,
"-18,14",0,0,0,0,0,0,0,
"-18,15",0,0,0,0,0,0,0,
"-18,16",0,0,0,0,0,0,0,
"-18,17",0,0,0,0,0,0,0,
"-18,18",0,0,0,0,0,0,0,
"-18,19",0,0,0,0,0,0,0,
"-18,20",0,0,0,0,0,0,0,
"-18,21",0,0,0,0,0,0,0,
"-18,22",0,0,0,0,0,0,0,
"-18,23",0,0,0,0,0,0,0,
"-18,24",0,0,0,0,0,0,0,
"-18,25",0,0,0,0,0,0,0,
"-18,26",0,0,0,0,0,0,0,
"-17,-26",0,0,0,0,0,0,0,
"-17,-25",0,0,0,0,0,0,0,
"-17,-24",0,0,0,0,0,0,0,
"-17,-23",0,0,0,0,0,0,0,
"-17,-22",0,0,0,0,0,0,0,
"-17,-21",0,0,0,0,0,0,0,
"-17,-20",0,0,0,0,0,0,0,
"-17,-19",0,0,0,0,0,0,0,
"-17,-18",0,0,0,0,0,0,0,
"-17,-17",0,0,0,0,0,0,0,
"-17,-16",0,0,0,0,0,0,0,
"-17,-15",0,0,0,0,0,0,0,
"-17,-14",0,0,0,0,0,0,0,
"-17,-13",0,0,0,0,0,0,0,
"-17,-12",0,0,0,0,0,0,0,
"-17,-11",0,0,0,0,0,0,0,
"-17,-10",0,0,0,0,0,0,0,
"-17,-9",0,0,0,0,0,0,0,
"-17,-8",0,0,0,0,0,0,0,
"-17,-7",0,0,0,0,0,0,0,
"-17,-6",0,0,0,0,0,0,0,
"-17,-5",0,0,0,0,0,0,0,
"-17,-4",0,0,0,0,0,0,0,
"-17,-3",0,0,0,0,0,0,0,
"-17,-2",0,0,0,0,0,0,0,
"-17,-1",0,0,0,0,0,0,0,
"-17,0",0,0,0,0,0,0,0,
"-17,1",0,0,0,0,0,0,0,
"-17,2",0,0,0,0,0,0,0,
"-17,3",0,0,0,0,0,0,0,
"-17,4",0,0,0,0,0,0,0,
"-17,5",0,0,0,0,0,0,0,
"-17,6",0,0,0,0,0,0,0,
"-17,7",0,0,0,0,0,0,0,
"-17,8",0,0,0,0,0,0,0,
"-17,9",0,0,0,0,0,0,0,
"-17,10",0,0,0,0,0,0,0,
"-17,11",0,0,0,0,0,0,0,
"-17,12",0,0,0,0,0,0,0,
"-17,13",0,0,0,0,0,0,0,
"-17,14",0,0,0,0,0,0,0,
"-17,15",0,0,0,0,0,0,0,
"-17,16",0,0,0,0,0,0,0,
"-17,17",0,0,0,0,0,0,0,
"-17,18",0,0,0,0,0,0,0,
"-17,19",0,0,0,0,0,0,0,
"-17,20",0,0,0,0,0,0,0,
"-17,21",0,0,0,0,0,0,0,
"-17,22",0,0,0,0,0,0,0,
"-17,23",0,0,0,0,0,0,0,
"-17,24",0,0,0,0,0,0,0,
"-17,25",0,0,0,0,0,0,0,
"-17,26",0,0,0,0,0,0,0,
"-16,-26",0,0,0,0,0,0,0,
"-16,-25",0,0,0,0,0,0,0,
"-16,-24",0,0,0,0,0,0,0,
"-16,-23",0,0,0,0,0,0,0,
"-16,-22",0,0,0,0,0,0,0,
"-16,-21",0,0,0,0,0,0,0,
"-16,-20",0,0,0,0,0,0,0,
"-16,-19",0,0,0,0,0,0,0,
"-16,-18",0,0,0,0,0,0,0,
"-16,-17",0,0,0,0,0,0,0,
"-16,-13",0,0,0,0,0,0,0,
"-16,-12",0,0,0,0,0,0,0,
"-16,-11",0,0,0,0,0,0,0,
"-16,-10",0,0,0,0,0,0,0,
"-16,-9",0,0,0,0,0,0,0,
"-16,-8",0,0,0,0,0,0,0,
"-16,-7",0,0,0,0,0,0,0,
"-16,-6",0,0,0,0,0,0,0,
"-16,-5",0,0,0,0,0,0,0,
"-16,-4",0,0,0,0,0,0,0,
"-16,-3",0,0,0,0,0,0,0,
"-16,-2",0,0,0,0,0,0,0,
"-16,-1",0,0,0,0,0,0,0,
"-16,0",0,0,0,0,0,0,0,
"-16,1",0,0,0,0,0,0,0,
"-16,2",0,0,0,0,0,0,0,
"-16,3",0,0,0,0,0,0,0,
"-16,4",0,0,0,0,0,0,0,
"-16,5",0,0,0,0,0,0,0,
"-16,6",0,0,0,0,0,0,0,
"-16,7",0,0,0,0,0,0,0,
"-16,8",0,0,0,0,0,0,0,
"-16,9",0,0,0,0,0,0,0,
"-16,10",0,0,0,0,0,0,0,
"-16,11",0,0,0,0,0,0,0,
"-16,12",0,0,0,0,0,0,0,
"-16,13",0,0,0,0,0,0,0,
"-16,17",0,0,0,0,0,0,0,
"-16,18",0,0,0,0,0,0,0,
"-16,19",0,0,0,0,0,0,0,
"-16,20",0,0,0,0,0,0,0,
"-16,21",0,0,0,0,0,0,0,
"-16,22",0,0,0,0,0,0,0,
"-16,23",0,0,0,0,0,0,0,
"-16,24",0,0,0,0,0,0,0,
"-16,25",0,0,0,0,0,0,0,
"-16,26",0,0,0,0,0,0,0,
"-15,-26",0,0,0,0,0,0,0,
"-15,-25",0,0,0,0,0,0,0,
"-15,-24",0,0,0,0,0,0,0,
"-15,-23",0,0,0,0,0,0,0,
"-15,-22",0,0,0,0,0,0,0,
"-15,-21",0,0,0,0,0,0,0,
"-15,-20",0,0,0,0,0,0,0,
"-15,-19",0,0,0,0,0,0,0,
"-15,-18",0,0,0,0,0,0,0,
"-15,-17",0,0,0,0,0,0,0,
"-15,-13",0,0,0,0,0,0,0,
"-15,-12",0,0,0,0,0,0,0,
"-15,-11",0,0,0,0,0,0,0,
"-15,-10",0,0,0,0,0,0,0,
"-15,-9",0,0,0,0,0,0,0,
"-15,-8",0,0,0,0,0,0,0,
"-15,-7",0,0,0,0,0,0,0,
"-15,-6",0,0,0,0,0,0,0,
"-15,-5",0,0,0,0,0,0,0,
"-15,-4",0,0,0,0,0,0,0,
"-15,-3",0,0,0,0,0,0,0,
"-15,-2",0,0,0,0,0,0,0,
"-15,-1",0,0,0,0,0,0,0,
"-15,0",0,0,0,0,0,0,0,
"-15,1",0,0,0,0,0,0,0,
"-15,2",0,0,0,0,0,0,0,
"-15,3",0,0,0,0,0,0,0,
"-15,4",0,0,0,0,0,0,0,
"-15,5",0,0,0,0,0,0,0,
"-15,6",0,0,0,0,0,0,0,
"-15,7",0,0,0,0,0,0,0,
"-15,8",0,0,0,0,0,0,0,
"-15,9",0,0,0,0,0,0,0,
"-15,10",0,0,0,0,0,0,0,
"-15,11",0,0,0,0,0,0,0,
"-15,12",0,0,0,0,0,0,0,
"-15,13",0,0,0,0,0,0,0,
"-15,17",0,0,0,0,0,0,0,
"-15,18",0,0,0,0,0,0,0,
"-15,19",0,0,0,0,0,0,0,
"-15,20",0,0,0,0,0,0,0,
"-15,21",0,0,0,0,0,0,0,
"-15,22",0,0,0,0,0,0,0,
"-15,23",0,0,0,0,0,0,0,
"-15,24",0,0,0,0,0,0,0,
"-15,25",0,0,0,0,0,0,0,
"-15,26",0,0,0,0,0,0,0,
"-14,-26",0,0,0,0,0,0,0,
"-14,-25",0,0,0,0,0,0,0,
"-14,-24",0,0,0,0,0,0,0,
"-14,-23",0,0,0,0,0,0,0,
"-14,-22",0,0,0,0,0,0,0,
"-14,-21",0,0,0,0,0,0,0,
"-14,-20",0,0,0,0,0,0,0,
"-14,-19",0,0,0,0,0,0,0,
"-14,-18",0,0,0,0,0,0,0,
"-14,-17",0,0,0,0,0,0,0,
"-14,-13",0,0,0,0,0,0,0,
"-14,-12",0,0,0,0,0,0,0,
"-14,-11",0,0,0,0,0,0,0,
"-14,-10",0,0,0,0,0,0,0,
"-14,-9",0,0,0,0,0,0,0,
"-14,-8",0,0,0,0,0,0,0,
"-14,-7",0,0,0,0,0,0,0,
"-14,-6",0,0,0,0,0,0,0,
"-14,-5",0,0,0,0,0,0,0,
"-14,-4",0,0,0,0,0,0,0,
"-14,-3",0,0,0,0,0,0,0,
"-14,-2",0,0,0,0,0,0,0,
